REGION;DEPARTEMENT;CODE_INSEE;COMMUNE;NB_REDEVABLES;PAT_MOYEN;IMPOTS_MOYEN
ILE-DE-FRANCE;VAL-DE-MARNE;94043;LEKREMLINBICETRE;66;2022728;6069;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94058;LEPERREUXSURMARNE;464;2408563;8765;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94046;MAISONSALFORT;314;2380643;8114;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94052;NOGENTSURMARNE;760;2844134;11372;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94067;SAINTMANDE;821;2976369;13085;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94068;SAINTMAURDESFOSSES;1678;2697372;10709;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94071;SUCYENBRIE;201;2259509;8335;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94073;THIAIS;133;2364987;9203;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94076;VILLEJUIF;110;2347383;8389;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94079;VILLIERSSURMARNE;80;2164832;7487;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94080;VINCENNES;1082;2422250;9172;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94081;VITRYSURSEINE;139;2155035;7228;;;;;;;
ILE-DE-FRANCE;YVELINES;78146;CHATOU;702;2620758;11152;;;;;;;
ILE-DE-FRANCE;YVELINES;78172;CONFLANS-SAINTE-HONORINE;115;2327748;8190;;;;;;;
ILE-DE-FRANCE;YVELINES;78208;ELANCOURT;68;2042951;6343;;;;;;;
ILE-DE-FRANCE;YVELINES;78297;GUYANCOURT;66;1948231;4879;;;;;;;
ILE-DE-FRANCE;YVELINES;78311;HOUILLES;152;2068877;7120;;;;;;;
ILE-DE-FRANCE;YVELINES;78126;LACELLE-SAINT-CLOUD;520;2918023;11347;;;;;;;
ILE-DE-FRANCE;YVELINES;78158;LECHESNAY;744;2599059;10539;;;;;;;
ILE-DE-FRANCE;YVELINES;78358;MAISONS-LAFFITTE;631;2571855;9763;;;;;;;
ILE-DE-FRANCE;YVELINES;78361;MANTES-LA-JOLIE;91;2592839;11643;;;;;;;
ILE-DE-FRANCE;YVELINES;78423;MONTIGNY-LE-BRETONNEUX;125;2054909;6484;;;;;;;
ILE-DE-FRANCE;YVELINES;78490;PLAISIR;119;2322430;7536;;;;;;;
ILE-DE-FRANCE;YVELINES;78498;POISSY;151;2255603;8424;;;;;;;
ILE-DE-FRANCE;YVELINES;78517;RAMBOUILLET;246;2395477;8503;;;;;;;
ILE-DE-FRANCE;YVELINES;78551;SAINT-GERMAIN-EN-LAYE;1255;2804097;11332;;;;;;;
ILE-DE-FRANCE;YVELINES;78586;SARTROUVILLE;170;2170122;7289;;;;;;;
ILE-DE-FRANCE;YVELINES;78640;VELIZY-VILLACOUBLAY;132;2029017;6822;;;;;;;
ILE-DE-FRANCE;YVELINES;78646;VERSAILLES;2728;2851063;11761;;;;;;;
MARTINIQUE;MARTINIQUE;97209;FORTDEFRANCE;85;3254545;14676;;;;;;;
MARTINIQUE;MARTINIQUE;97229;SCHOELCHER;66;2797612;14089;;;;;;;
NORMANDIE;CALVADOS;14118;CAEN;581;2773858;11339;;;;;;;
NORMANDIE;EURE;27229;EVREUX;137;2478401;10847;;;;;;;
NORMANDIE;EURE;27681;VERNON;99;2168318;8027;;;;;;;
NORMANDIE;MANCHE;50129;CHERBOURG-EN-COTENTIN;162;2450622;8990;;;;;;;
NORMANDIE;MANCHE;50502;SAINTLO;57;2421166;7810;;;;;;;
NORMANDIE;ORNE;61001;ALENCON;82;2333240;9328;;;;;;;
